게시일자,게시물제목명,내용
2022-06-28,북유럽 3개국 차세대 언론인 방한,"차세대 지한 언론인을 발굴하고 양성하기 위한 노력의 일환으로 KF(Korea Foundation, 한국국제교류재단, 이사장 이근)는 북유럽 언론인 5인을 6.12(일)부터 6.18(토)까지 일주일간 한국에 초청했습니다.방한 초청 인사 그룹은 북유럽 3개국에서 정치, 사회, 테크, 영화 등 다양한 분야의 뉴스를 다루는 차세대 언론인들로서, 덴마크 주요 일간지 벨링스케(Berlingske) 및 다그블라뎃 인포메이션(Dagbladet Information), 핀란드 주요 일간지 일타사노맛(Ilta-Sanomat), 스웨덴 온라인 비즈니스 매거진 리얼티드(Realtid) 등에서 활동 중인 기자들입니다.방한 기간 동안 이들은 외교부를 방문하여 한국의 외교안보정책 및 대외홍보전략 등을 청취하는 한편, SM엔터테인먼트를 방문하여 한국의 아이돌 육성과 북유럽 작곡가·프로듀서와의 협업 현황 등을 살펴보았습니다. 또한, 고려대학교 이재승 노르딕-베네룩스센터장 및 학생들과의 면담, 해외문화홍보원 산하 외신지원센터 외신지원전문가와의 만남도 마련되었습니다."
2022-06-28,인도네시아 차세대 언론인 초청,"차세대 지한 언론인을 발굴하고 육성하기 위한 노력의 일환으로 KF(Korea Foundation, 한국국제교류재단, 이사장 이근)는 인도네시아의 언론인 9인을 5.30(월)부터 6.4(토)까지 일정으로 한국에 초청했습니다.이번에 방한하는 언론인들은 CNN Indonesia, Kompas(꼼빠스), Bisnis Indonesia, Metro TV 등 인도네시아 현지 주요 언론사에 소속되어 정치, 법, 금융, 경제 등 다양한 분야의 뉴스를 다루고 있는 차세대 기자들로2012년부터 인도네시아 대통령궁 출입기자로 법, 정치 등 분야를 전문으로 다루는 Desca Lidya Natalia(데스카 리디야 나탈리아) ANTARA(안따라) 선임기자, 2019 인도네시아 외교부 수여 최고 기자상(Adam Malik Award)을 수상한 Riva Dessthania Suastha(리바 데스타니아 수아스타) CNN Indonesia 에디터, Muhammad Rusmadi(무함마드 루스마디) Rakyat Merdeka(라크얏 머르데까) 편집장 등 인도네시아의 유망한 차세대 언론인들로 구성되었습니다. 아울러 Dino Patti Djalal(디노 파티 잘랄) FPCI 의장(前 인도네시아 외교차관)이 단장으로 함께 방문하였습니다.이들은 방한 기간 동안 외교부, 글로벌녹색성장연구소, 주요 언론사 등을 방문하였고 KF 운영 아세안문화원, 시청자미디어재단 예방, 2030 부산세계박람회 유치 현장 견학 등 부산 방문 일정도 포함되었습니다.이번 방한 초청은 지난해 KF 자카르타사무소와 인도네시아 현지의 정책 연구소인 인도네시아 외교정책 커뮤니티(Foreign Policy Community of Indonesia, FPCI)가 공동 추진한 〈인도네시아 차세대 언론인 네트워크〉 사업의 일환으로 시행되었습니다."
2022-07-07,한-카자흐 수교 30주년 기념전시 와싹와싹 자라게 개최 ,"한국국제교류재단은 주한카자흐스탄대사관과 협력하여 6월 30일부터 8월 6일까지, 2022년 한-카자흐 수교 30주년을 기념하기 위해 《와싹와싹 자라게》 전시를 KF갤러리와 VR 전시를 통해서 개최합니다. 와싹와싹 자라게는 강제 이주 이후 농경지 개척의 힘든 여정 속에서 한국의 정체성을 보전해 온 고려인의 삶의 자취를 통해 한국과 카자흐스탄 양국의 관계를 조명해보는 전시입니다. 고려인 이주 150년 역사가 고스란히 담겨있는 유물과 사진, 영상 등 각종 자료를 한 자리에서 감상할 수 있습니다. 2022년 6월 30일, 전시 개막식에는 이종국 KF 교류협력이사, 주한카자흐스탄대사 브큿 듀셴바예프 (H.E. Mr. Bakyt Dyussenbayev), 김 옐레나 빅토로브나 고려극장 원장을 비롯해 28개국 주한외국공관장 및 외교관, 양국 고려인 커뮤니티 주요인사, 외교부, 언론계 등 100여명이 참석해 전시 개막을 축하하는 시간을 가졌습니다. 이번 전시는 8월 6일(토)까지 KF갤러리에서 개최되며, 무료로 관람하실 수 있습니다."
2022-07-13,2023-2025 해외박물관/미술관 한국전시지원 및 2023-2024 해외단체 한국문화예술행사 지원,"한국국제교류재단은 한국문화에 대한 이해를 높이기 위해 해외박물관 및 미술관의 한국전시와 해외단체의 한국문화예술행사를 지원합니다.한국관련 특별전시, 프로그램 및 객원큐레이터 초빙을 계획하고 있는 해외박물관 및 미술관, 한국관련 문화예술행사를 계획하고 있는 해외 단체 및 대학의 많은 관심과 지원 바랍니다. 신청접수: 2022.7.1.(금)~2022.8.31.(수) 18:00까지 결과발표: 2022년 12월 중 공고 및 신청 바로가기"
2022-07-15,Koreana 2022 여름호 발간 ,"koreana 2022 여름호가 발간되었습니다. 이번 여름호에서는 일상을 벗어난 공간 ‘호텔’의 다양한 면모를 살펴봅니다. 다양한 경험가치를 제공하는 장소이자, 전세계 건축가들의 각축장,한국 근대사와 함께 시작한 호텔의 역사, 문화예술 공간으로서의 여관 등 koreana 여름호에서 비일상의 공간을 만나보시기 바랍니다.11개의 언어로 발간되는 웹진은 언제 어디서나 koreana 사이트(koreana.or.kr)를 통해 무료로 보실 수 있으며, 종이책을 소장하고 싶은 독자는 9개 언어의 종이책을 네이버 스마트스토어(bit.ly/buy_koreana)를 통해 구입하실 수 있습니다."
2022-07-18,"KF, ‘미술 올림픽’ 베니스 비엔날레에서 정금형 작가 전시 지원 ","KF는 4월 23일부터 11월 27일까지 개최되는 제59회 베니스비엔날레 본 전시에 초청된 정금형 작가의 전시를 지원하고 있습니다.베니스 비엔날레는 세계 3대 비엔날레 중 하나로 1895년부터 격년 주기로 열리는 “미술계의 올림픽”이라 불리며 매 회, 당대 예술경향을 반영한 주제를 중심으로 다양한 예술가가 참여하여 개인작품을 전시하고 본인만의 해석을 내놓는 예술제입니다.제59회 베니스 비엔날레의 주제는 “꿈의 우유(The Milk of Dreams)”로 비엔날레 측은 변신, 초현실주의적 상상에 착안한 세 가지 소주제인 △신체의 변형, △개인과 기술의 관계, △신체와 지구의 연결로 예술제를 구성하고 있습니다.정금형 작가는 이 중 두 번째 주제인 “개인과 기술의 관계”에 주목하여 인간을 조각조각으로 해체시킨 형상을 지닌 ”인형“과 그것을 다루는 ”신체“의 관계를 다룬장난감 프로토타입(2021)을 전시합니다."
2022-07-18,"KF, 제15회 카셀 도큐멘타 초청 전시 지원","KF는 6월18일부터 9월25일까지 독일에서 열리는 〈제15회 카셀 도큐멘타 (Kassel documenta fifteen)〉에 초청된 프로젝트팀 ‘이끼바위쿠르르(Ikkibawikrrr)’ 전시를 지원하고 있습니다. 도큐멘타는 1955년 창설 이후 지금까지 5년 주기로 개최되며 매회 100일간 독일 카셀 전역에서 열리는 현대미술제로서 세계적으로 권위 있는 미술행사 중 하나로 인정받고 있습니다. 이끼바위쿠르르(舊믹스라이스) 팀은 “Seaweed Story(미역이야기)”와 “Tropics Story(열대이야기)”를 주제로 한 비디오 내러티브 작품을 동 미술제에 출품해 오토네움 자연사 박물관에 전시하고 있습니다.‘Seaweed Story’는 한국전쟁 및 태평양 전쟁과 관련된 미역의 역사와 역할에 대해 고찰한 작품이고, ‘Tropics Story’는 미크로네시아 야프제도에 남아 있는 태평양 전쟁과 식민주의의 잔재에 대한 탐구한 작품입니다.전시된 작품을 통해, 관람객들은 한국역사, 문명과 자연, 식민주의와 생태학의 다면적 관계에 대해 고찰할 수 있을 것입니다."
2022-07-18,우즈베키스탄 한국문화소개 난타 공연,"KF는 주우즈베키스탄대사관과 함께 지난 6월 30일, 7월 1일 양일간 우즈벡 수도 타슈켄트에서 난타 공연을 개최하였습니다. KF가 개최하는 한국문화 해외 확산을 위해 개최된 이번 공연은 코로나19 확산 이후 3년만에 재개하는 해외 파견 공연이었습니다.언어의 장벽 없이 누구나 즐길 수 있는 넌버벌 난타 공연인 만큼 공연 내내 관객들의 웃음소리가 끊이지 않았습니다.지난 2년간 오프라인 한국문화행사 개최에는 한계가 있었던 바, KF는 이번 우즈벡 난타 공연을 시작으로 바레인 한국문화 비보이 공연(7.15-16), 호주 캔버라 및 멜번 전통타악 순회 공연(7.28, 8.1.) 등을 통해 한국문화의 해외 확산을 위해 계속 노력하겠습니다."
2022-07-20,CSGK 의원들과 한미관계 라운드테이블 개최,"KF(Korea Foundation, 한국국제교류재단, 이사장 이근)는 7월 8일 금요일 여의도콘래드호텔에서 미국 의회코리아스터디그룹(Congressional Study Group on Korea, CSGK) 방한 의원들과 한미관계 라운드테이블을 개최하였습니다.라운드테이블에는 미국측 아미 베라(Ami Bera) 민주당 의원 및 영 김(Young Kim) 공화당 의원을 비롯한 하원의원 8명과 토마스 번 코리아 소사이어티 회장 등 대표단 10명이 참석했으며, 한국측에서는 이종국 KF 교류이사, 최강 아산정책연구원장, 이정민 KAIST 안보융합원 초빙교수 겸 카네기국제평화재단 선임연구위원, 존 델러리 연세대 국제대학원 교수가 참여하여, 한미동맹, 북한 문제, 미중관계 등 주요 한미관계 현안에 대해 토론하였습니다."
2022-07-27,바레인에서 ‘춤으로 보는 한국사’ 비보이 공연 개최,"KF(Korea Foundation, 한국국제교류재단, 이사장 이근)는 7월 16일 바레인에서 ‘춤으로 보는 한국사’ 비보이 공연을 개최했습니다.바레인 문화전당(The Cultural Hall)에서 오후 5시와 8시, 두 차례 개최된 이번 공연은 한국의 복합 예술 엔터테인먼트 공연팀인 메이커스(Makers)가 3.1운동, 광복, 88올림픽, 2002 한일월드컵, K-pop 한류열풍 등 한국 근현대사의 다양한 사건과 이벤트를 소재로 창작한 넌버벌(non-verbal) 퍼포먼스입니다.메이커스는 평창 동계올림픽 폐막식 공연 무대에서 로프 퍼포먼스를 선보인 19년 경력의 엠비크루(M.B. CREW), 여성 댄스팀 와킵스(WAKKIPS), 비트박스 나즈, 다양한 수상 이력을 가진 국악인 김연진으로 이루어진 팀입니다. 메이커스의 ‘춤으로 보는 한국사’는 힙합과 비보잉, 비트박스, 국악 등 다양한 장르를 접목하여 한국사를 재미있게 풀어냈다는 평가를 받고 있습니다.이번 공연은 7월 11일(월)부터 31일(일)까지 바레인 문화부(Bahrain Authority for Culture Antiquities, BACA)가 주최하는 제 14회 바레인 여름 축제(The 14th Bahrain Summer Festival)의 일환으로, KF와 주바레인대한민국대사관이 주관하여 마련된 프로그램입니다. 이번 바레인 여름축제에는 한국, 미국, 인도네시아를 비롯한 바레인 주재 9개 대사관과 5개 바레인 정부부처 및 민간단체들이 참여했으며, 다채로운 공연과 500여개의 워크숍, 음식문화 체험 등으로 이루어졌습니다."
2022-07-28,제3회 세계문화산업포럼 참가,"KF(Korea Foundation, 한국국제교류재단, 이사장 이근)는 7월 6일 개최된 2022 제3회 세계문화산업포럼(World Cultural Industry Forum, WCIF)에 참여, KF 특별 대담 세션을 이끌었습니다. 이번 행사는 (사)한국문화산업포럼이 주관하는 행사로, KF는 2020년 제1회 WCIF부터 특별대담 세션을 개최해 올해로 세 번째 참가입니다.제3회 WCIF는 ‘메타버스의 시대: 음악과 엔터테인먼트 산업’을 주제로 국내외 유명 프로듀서 및 기업인들이 참여해 미래 문화산업의 흐름을 조망하고자 마련된 행사로 KF는 총 3부로 구성된 이번 행사 중 제 1부 ‘음악과 엔터테인먼트 산업에서의 글로벌 협력’에서 KF특별대담을 맡아 ‘스웨덴과의 협력이 K-pop 성장에 미친 영향’에 대한 논의의 장을 마련했습니다.제 1부의 키워드는 ‘글로벌 협력’으로, KF 특별대담에서는 대중음악산업이 고도로 발달한 스웨덴과 함께 ‘스웨덴과의 협력이 K-pop 성장에 미친 영향’을 논의했습니다. 이번 특별대담에서는 이종국 KF 기획이사가 모더레이터로, 이성수 SM엔터테인먼트 대표이사, 제스퍼 토르손, 로빈 젠슨, 이유경 삼보모터스 사장이 패널로 참여해 다양한 의견을 나누었습니다.걸그룹 aespa(에스파)의 축하영상으로 시작한 2부는 ‘메타버스와 엔터테인먼트 산업의 미래’를 주제로 진행되었습니다. 이수만 SM엔터테인먼트 총괄프로듀서는 기존의 EXO(엑소), NCT(엔시티), 에스파 등 기존의 SM Culture Universe 세계관에 더해 새로운 세계관인 ‘더 제니시스, 메타버셜 오리진 스토리’를 공개했습니다.3부에서는 ‘엔터테인먼트 산업에서 AI와 NFT 기술의 활용’을 주제로 특별대담 진행 및 NFT 마켓 플레이스를 시연했습니다.KF는 이번 행사를 통해 한국의 문화산업에서의 글로벌 협력과 네트워킹을 위해 선도적인 역할을 지속해 나가도록 문화 유관기관과의 협력을 지속할 예정입니다."
